Name,Birthday(DD/MM/YYYY),MarketValue,Team,Position,Appearances,Minutes,G,NPG,A,Sh90,KP90,xG,NPxG,xA,xGChain,xGBuildup,xG90,NPxG90,xA90,xG90+xA90,NPxG90+xA90,xGChain90,xGBuildup90,Y,R
Reinhold Yabo,10/02/1992,0.77,Arminia Bielefeld,M,13,648,1,1,0,1.11,0.42,0.38-0.62,0.38-0.62,0.16+0.16,1.42,1.01,0.05,0.05,0.02,0.07,0.07,0.2,0.14,1,0
Michel Vlap,02/06/1997,3.3,Arminia Bielefeld,F M,7,389,1,1,1,0.69,1.62,0.38-0.62,0.38-0.62,0.79-0.21,1.66,1.11,0.09,0.09,0.18,0.27,0.27,0.38,0.26,0,0
Masaya Okugawa,14/04/1996,2.75,Arminia Bielefeld,M,13,929,1,1,0,0.87,0.39,1.21+0.21,1.21+0.21,0.66+0.66,2.57,0.79,0.12,0.12,0.06,0.18,0.18,0.25,0.08,0,0
Mike van der Hoorn,15/10/1992,2.2,Arminia Bielefeld,D,22,1353,0,0,0,0.33,0.2,0.31+0.31,0.31+0.31,0.10+0.10,1.05,1.05,0.02,0.02,0.01,0.03,0.03,0.07,0.07,3,0
Marcel Hartel,19/01/1996,1.98,Arminia Bielefeld,M,22,1694,0,0,0,1.12,0.8,1.02+1.02,1.02+1.02,1.11+1.11,2.7,1.06,0.05,0.05,0.06,0.11,0.11,0.14,0.06,1,0
Arne Maier,08/01/1999,7.7,Arminia Bielefeld,M,16,1054,0,0,0,0.94,0.94,0.56+0.56,0.56+0.56,1.11+1.11,2.26,1.49,0.05,0.05,0.09,0.14,0.14,0.19,0.13,0,0
Stefan Ortega Moreno,06/11/1992,6.6,Arminia Bielefeld,GK,34,3060,0,0,1,0,0.15,0,0,0.26-0.74,3.45,3.22,0,0,0.01,0.01,0.01,0.1,0.09,1,0
Nathan de Medina,08/10/1997,0.715,Arminia Bielefeld,D,16,625,0,0,1,0,0.43,0,0,0.46-0.54,1.56,1.16,0,0,0.07,0.07,0.07,0.22,0.17,5,1
Anderson-Lenda Lucoqui,06/07/1997,1.1,Arminia Bielefeld,D,21,1605,0,0,0,0.45,0.34,0.14+0.14,0.14+0.14,0.19+0.19,1.58,1.43,0.01,0.01,0.01,0.02,0.02,0.09,0.08,5,0
Fabian Kunze,14/06/1998,1.1,Arminia Bielefeld,M,26,1242,0,0,0,0.51,0.36,0.42+0.42,0.42+0.42,0.29+0.29,2.98,2.41,0.03,0.03,0.02,0.05,0.05,0.22,0.17,6,0
Cédric Brunner,17/02/1994,3.08,Arminia Bielefeld,D,31,2676,0,0,1,0.2,0.54,0.27+0.27,0.27+0.27,1.19+0.19,3.68,2.68,0.01,0.01,0.04,0.05,0.05,0.12,0.09,6,0
Jacob Laursen,17/11/1994,0.77,Arminia Bielefeld,D,16,1110,0,0,1,0.16,0.32,0.04+0.04,0.04+0.04,1.04+0.04,2.34,2.23,0,0,0.08,0.09,0.09,0.19,0.18,1,0
Nils Seufert,03/02/1997,0.88,Arminia Bielefeld,M,13,324,0,0,1,0.28,1.39,0.06+0.06,0.06+0.06,0.28-0.72,0.66,0.34,0.02,0.02,0.08,0.09,0.09,0.18,0.1,1,0
Joakim Nilsson,06/02/1994,2.75,Arminia Bielefeld,D,25,2162,0,0,0,0.21,0.08,0.94+0.94,0.94+0.94,0.15+0.15,2.29,1.98,0.04,0.04,0.01,0.05,0.05,0.1,0.08,1,0
Brian Behrendt,24/10/1991,0.55,Arminia Bielefeld,S,3,73,0,0,0,2.47,0,0.07+0.07,0.07+0.07,0,0.11,0.11,0.08,0.08,0,0.08,0.08,0.13,0.13,0,0
Sebastian Müller,23/01/2001,0.33,Arminia Bielefeld,S,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
André Hahn,13/08/1990,2.75,Augsburg,F M,29,2053,8,8,3,1.89,0.83,4.73-3.27,4.73-3.27,2.08-0.92,8.33,2.42,0.21,0.21,0.09,0.3,0.3,0.37,0.11,4,0
Daniel Caligiuri,15/01/1988,2.2,Augsburg,D M,33,2675,6,4,4,1.35,1.65,4.51-1.49,2.24-1.76,3.85-0.15,7.67,4.83,0.15,0.08,0.13,0.28,0.2,0.26,0.16,5,0
Ruben Vargas,05/08/1998,14.3,Augsburg,F M,30,1613,6,6,3,2.12,1.39,3.89-2.11,3.89-2.11,2.92-0.08,7.05,1.28,0.22,0.22,0.16,0.38,0.38,0.39,0.07,2,1
Florian Niederlechner,24/10/1990,4.4,Augsburg,F,28,1776,5,5,4,2.38,0.66,6.17+1.17,6.17+1.17,2.52-1.48,9.26,1.4,0.31,0.31,0.13,0.44,0.44,0.47,0.07,2,1
Marco Richter,24/11/1997,5.5,Augsburg,F M,29,1403,3,3,1,3.53,0.96,5.00+2.00,5.00+2.00,1.32+0.32,6.45,0.76,0.32,0.32,0.08,0.41,0.41,0.41,0.05,2,1
Michael Gregoritsch,18/04/1994,3.3,Augsburg,F M,24,808,1,1,2,1.34,0.56,1.34+0.34,1.34+0.34,1.19-0.81,3.98,1.7,0.15,0.15,0.13,0.28,0.28,0.44,0.19,1,0
Jeffrey Gouweleeuw,10/07/1991,7.7,Augsburg,D,32,2836,1,1,0,0.22,0.38,0.36-0.64,0.36-0.64,0.67+0.67,4.22,3.66,0.01,0.01,0.02,0.03,0.03,0.13,0.12,9,0
Rani Khedira,27/01/1994,5.5,Augsburg,D M,27,1839,1,1,0,0.49,0.29,1.04+0.04,1.04+0.04,0.11+0.11,3.92,2.99,0.05,0.05,0.01,0.06,0.06,0.19,0.15,5,0
László Bénes,09/09/1997,4.4,Augsburg,F M,12,666,1,1,1,1.08,1.35,0.58-0.42,0.58-0.42,0.84-0.16,1.12,0.56,0.08,0.08,0.11,0.19,0.19,0.15,0.08,3,0
Felix Uduokhai,09/09/1997,17.6,Augsburg,D,29,2610,1,1,0,0.45,0.1,1.39+0.39,1.39+0.39,0.18+0.18,4.39,4.21,0.05,0.05,0.01,0.05,0.05,0.15,0.15,5,0
Iago,23/03/1997,5.5,Augsburg,D,18,1570,1,1,1,0.52,0.92,0.92-0.08,0.92-0.08,1.04+0.04,4.78,2.92,0.05,0.05,0.06,0.11,0.11,0.27,0.17,2,0
Robert Gumny,04/06/1998,3.3,Augsburg,D,24,1383,1,1,0,0.39,0.46,0.68-0.32,0.68-0.32,0.45+0.45,1.31,0.81,0.04,0.04,0.03,0.07,0.07,0.09,0.05,4,0
Carlos Gruezo,19/04/1995,5.5,Augsburg,M,28,2111,0,0,0,0.68,0.3,0.35+0.35,0.35+0.35,0.37+0.37,4.4,3.75,0.02,0.02,0.02,0.03,0.03,0.19,0.16,4,0
Tobias Strobl,12/05/1990,2.2,Augsburg,F M,29,1860,0,0,0,0.29,0.68,0.72+0.72,0.72+0.72,0.77+0.77,3.42,2.79,0.03,0.03,0.04,0.07,0.07,0.17,0.13,4,0
Jan Morávek,01/11/1989,0.55,Augsburg,M,5,274,0,0,0,0.33,0.33,0.07+0.07,0.07+0.07,0.03+0.03,0.26,0.19,0.02,0.02,0.01,0.03,0.03,0.09,0.06,0,0
Reece Oxford,16/12/1998,3.3,Augsburg,D,24,1344,0,0,0,0.4,0.07,1.00+1.00,1.00+1.00,0.02+0.02,1.07,1.07,0.07,0.07,0,0.07,0.07,0.07,0.07,2,0
Alfred Finnbogason,01/02/1989,1.32,Augsburg,F,17,513,0,0,1,2.28,1.58,3.26+3.26,1.75+1.75,1.03+0.03,3.93,1.2,0.57,0.31,0.18,0.75,0.49,0.69,0.21,0,0
Noah Joel Sarenren Bazee,21/08/1996,1.1,Augsburg,S,5,30,0,0,1,0,3,0,0,0.79-0.21,0.89,0.1,0,0,2.37,2.37,2.37,2.68,0.31,1,0
Raphael Framberger,06/09/1995,2.2,Augsburg,D M,21,1549,0,0,1,0.06,0.64,0.02+0.02,0.02+0.02,2.43+1.43,5.06,3.92,0,0,0.14,0.14,0.14,0.29,0.23,4,1
Rafal Gikiewicz,26/10/1987,1.65,Augsburg,GK,34,3060,0,0,0,0,0,0,0,0,2.45,2.45,0,0,0,0,0,0.07,0.07,3,0
Fredrik Jensen,09/09/1997,2.2,Augsburg,F,13,352,0,0,1,1.28,1.53,0.27+0.27,0.27+0.27,1.32+0.32,1.56,0.17,0.07,0.07,0.34,0.41,0.41,0.4,0.04,0,0
Marek Suchy,29/03/1988,0.55,Augsburg,D,5,306,0,0,0,0,0,0,0,0,0.09,0.09,0,0,0,0,0,0.03,0.03,2,0
Mads Pedersen,01/09/1996,1.21,Augsburg,D,15,876,0,0,0,0.1,1.23,0.01+0.01,0.01+0.01,1.26+1.26,0.98,0.82,0,0,0.13,0.13,0.13,0.1,0.08,1,0
Lukas Petkov,01/11/2000,0.22,Augsburg,S,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Civeja,04/01/2002,0.33,Augsburg,S,3,28,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0.04,0.04,0,0
Lucas Alario,08/10/1992,22,Bayer Leverkusen,F,25,1238,11,9,2,2.98,1.09,7.29-3.71,5.77-3.23,0.93-1.07,8.09,1.91,0.53,0.42,0.07,0.6,0.49,0.59,0.14,2,0
Patrik Schick,24/01/1996,25.3,Bayer Leverkusen,F,29,1869,9,9,1,2.7,1.3,9.27+0.27,9.27+0.27,2.06+1.06,12.46,3.47,0.45,0.45,0.1,0.55,0.55,0.6,0.17,4,0
Leon Bailey,09/08/1997,38.5,Bayer Leverkusen,F M,30,2151,9,9,8,2.43,2.05,6.52-2.48,6.52-2.48,6.35-1.65,15.39,4.8,0.27,0.27,0.27,0.54,0.54,0.64,0.2,6,0
Florian Wirtz,03/05/2003,49.5,Bayer Leverkusen,F M,29,2233,5,5,6,1.25,1.93,4.47-0.53,4.47-0.53,4.64-1.36,14.26,6.71,0.18,0.18,0.19,0.37,0.37,0.57,0.27,1,0
Kerem Demirbay,03/07/1993,19.8,Bayer Leverkusen,M,29,1745,4,4,3,2.27,1.81,3.54-0.46,3.54-0.46,3.29+0.29,8.61,4.13,0.18,0.18,0.17,0.35,0.35,0.44,0.21,2,0
Moussa Diaby,07/07/1999,41.8,Bayer Leverkusen,D F M,32,2400,4,4,10,1.88,1.69,4.86+0.86,4.86+0.86,7.47-2.53,14.79,3.33,0.18,0.18,0.28,0.46,0.46,0.55,0.12,5,0
Julian Baumgartlinger,02/01/1988,1.65,Bayer Leverkusen,M,17,1074,2,2,0,0.59,0.5,1.35-0.65,1.35-0.65,0.18+0.18,4.08,3.82,0.11,0.11,0.02,0.13,0.13,0.34,0.32,1,0
Nadiem Amiri,27/10/1996,19.8,Bayer Leverkusen,M,29,1882,2,2,6,2.01,1.82,2.08+0.08,2.08+0.08,3.25-2.75,10.63,8.21,0.1,0.1,0.16,0.25,0.25,0.51,0.39,5,0
Mitchell Weiser,21/04/1994,3.3,Bayer Leverkusen,D,5,221,1,1,0,0.81,0,0.08-0.92,0.08-0.92,0,1.17,1.17,0.03,0.03,0,0.03,0.03,0.48,0.48,0,0
Jonathan Tah,11/02/1996,24.2,Bayer Leverkusen,D,27,2215,1,1,0,0.37,0.04,0.49-0.51,0.49-0.51,0.04+0.04,5.72,5.72,0.02,0.02,0,0.02,0.02,0.23,0.23,3,0
Lars Bender,27/04/1989,6.05,Bayer Leverkusen,D,14,947,1,0,2,0.86,0.67,1.53+0.53,0.77+0.77,0.66-1.34,3.73,3.03,0.15,0.07,0.06,0.21,0.14,0.35,0.29,2,0
Demarai Gray,28/06/1996,8.8,Bayer Leverkusen,F M,10,438,1,1,2,3.08,1.85,1.51+0.51,1.51+0.51,0.77-1.23,3.38,1.37,0.31,0.31,0.16,0.47,0.47,0.69,0.28,0,0
Aleksandar Dragovic,06/03/1991,3.85,Bayer Leverkusen,D,18,1127,1,1,0,0.32,0.48,0.22-0.78,0.22-0.78,0.43+0.43,4.59,4.12,0.02,0.02,0.03,0.05,0.05,0.37,0.33,3,0
Edmond Tapsoba,02/02/1999,44,Bayer Leverkusen,D,31,2648,1,1,0,0.54,0.1,0.85-0.15,0.85-0.15,0.49+0.49,7.76,7.59,0.03,0.03,0.02,0.05,0.05,0.26,0.26,5,0
Wendell,20/07/1993,7.15,Bayer Leverkusen,D,22,1450,0,0,0,0.43,0.06,0.56+0.56,0.56+0.56,0.09+0.09,4.02,3.36,0.04,0.04,0.01,0.04,0.04,0.25,0.21,3,0
Karim Bellarabi,08/04/1990,4.95,Bayer Leverkusen,D M,22,778,0,0,0,3.24,1.85,1.91+1.91,1.91+1.91,2.63+2.63,5.76,1.49,0.22,0.22,0.3,0.53,0.53,0.67,0.17,2,0
Lukas Hradecky,24/11/1989,6.6,Bayer Leverkusen,GK,29,2566,0,0,0,0,0.04,0,0,0.01+0.01,5.17,5.16,0,0,0,0,0,0.18,0.18,1,0
Sven Bender,27/04/1989,6.05,Bayer Leverkusen,D,18,1174,0,0,0,0.31,0.38,0.16+0.16,0.16+0.16,0.20+0.20,1.81,1.79,0.01,0.01,0.02,0.03,0.03,0.14,0.14,1,0
Tin Jedvaj,28/11/1995,3.3,Bayer Leverkusen,D,3,153,0,0,0,0.59,0,0.02+0.02,0.02+0.02,0,0.02,0.02,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0
Charles Aránguiz,17/04/1989,6.6,Bayer Leverkusen,M,21,1678,0,0,0,0.21,0.86,0.40+0.40,0.40+0.40,0.91+0.91,6.79,6.03,0.02,0.02,0.05,0.07,0.07,0.36,0.32,4,0
Timothy Fosu-Mensah,02/01/1998,4.4,Bayer Leverkusen,D,6,413,0,0,0,0.44,0.44,0.15+0.15,0.15+0.15,0.05+0.05,0.95,0.8,0.03,0.03,0.01,0.04,0.04,0.21,0.17,2,0
Joel Pohjanpalo,13/09/1994,2.75,Bayer Leverkusen,S,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niklas Lomb,28/07/1993,0.275,Bayer Leverkusen,GK,2,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paulinho,15/07/2000,14.3,Bayer Leverkusen,F,1,66,0,0,0,4.09,0,0.21+0.21,0.21+0.21,0,0.21,0,0.28,0.28,0,0.28,0.28,0.28,0,0,0
Santiago Arias,13/01/1992,6.6,Bayer Leverkusen,D,1,90,0,0,0,0,1,0,0,0.08+0.08,0.08,0,0,0,0.08,0.08,0.08,0.08,0,0,0
Daley Sinkgraven,04/07/1995,9.9,Bayer Leverkusen,D M,22,1577,0,0,0,0.34,0.74,0.31+0.31,0.31+0.31,0.51+0.51,4.85,4.34,0.02,0.02,0.03,0.05,0.05,0.28,0.25,4,0
Exequiel Palacios,05/10/1998,14.3,Bayer Leverkusen,M,9,577,0,0,0,0.31,1.25,0.09+0.09,0.09+0.09,0.73+0.73,1.4,0.95,0.01,0.01,0.11,0.13,0.13,0.22,0.15,1,0
Emrehan Gedikli,25/04/2003,1.1,Bayer Leverkusen,S,1,24,0,0,0,0,0,0,0,0,0.09,0.09,0,0,0,0,0,0.32,0.32,0,0
Lennart Grill,25/01/1999,1.65,Bayer Leverkusen,GK,4,360,0,0,0,0,0,0,0,0,0.91,0.91,0,0,0,0,0,0.23,0.23,0,0
Jeremie Frimpong,10/12/2000,11,Bayer Leverkusen,D,10,431,0,0,0,0.63,0.84,0.14+0.14,0.14+0.14,0.86+0.86,2.42,1.54,0.03,0.03,0.18,0.21,0.21,0.5,0.32,1,0
Robert Lewandowski,21/08/1988,66,Bayern Munich,F,29,2467,41,33,7,4.93,1.17,32.08-8.92,25.26-7.74,4.82-2.18,31.74,5.69,1.17,0.92,0.18,1.35,1.1,1.16,0.21,4,0
Thomas Müller,13/09/1989,33,Bayern Munich,M,32,2693,11,10,18,1.67,3.07,7.86-3.14,7.10-2.90,11.31-6.69,26.15,12.19,0.26,0.24,0.38,0.64,0.62,0.87,0.41,0,0
Serge Gnabry,14/07/1995,77,Bayern Munich,M,27,1653,10,10,2,3.21,2.07,7.77-2.23,7.77-2.23,6.91+4.91,19.87,8.74,0.42,0.42,0.38,0.8,0.8,1.08,0.48,4,0
Leroy Sané,11/01/1996,66,Bayern Munich,M,32,1819,6,6,9,2.82,1.63,5.36-0.64,5.36-0.64,6.48-2.52,20.61,9.69,0.27,0.27,0.32,0.59,0.59,1.02,0.48,2,0
Jamal Musiala,26/02/2003,41.8,Bayern Munich,M,26,850,6,6,1,2.65,0.95,2.88-3.12,2.88-3.12,0.66-0.34,7.21,4.66,0.31,0.31,0.07,0.38,0.38,0.76,0.49,0,0
Kingsley Coman,13/06/1996,71.5,Bayern Munich,M,29,1785,5,5,10,2.62,2.27,4.13-0.87,4.13-0.87,5.68-4.32,14.62,6.6,0.21,0.21,0.29,0.49,0.49,0.74,0.33,1,0
Leon Goretzka,06/02/1995,77,Bayern Munich,M,24,1707,5,5,5,2.21,1.05,3.74-1.26,3.74-1.26,3.05-1.95,14.01,9.27,0.2,0.2,0.16,0.36,0.36,0.74,0.49,2,0
Joshua Kimmich,08/02/1995,99,Bayern Munich,M,27,2191,4,4,10,1.52,2.63,2.48-1.52,2.48-1.52,5.32-4.68,19.54,15.88,0.1,0.1,0.22,0.32,0.32,0.8,0.65,4,0
Eric Maxim Choupo-Moting,23/03/1989,3.85,Bayern Munich,F M,22,802,3,3,0,2.24,1.35,4.21+1.21,4.21+1.21,1.31+1.31,6.45,1.04,0.47,0.47,0.15,0.62,0.62,0.72,0.12,2,0
David Alaba,24/06/1992,60.5,Bayern Munich,D M,32,2678,2,2,3,0.71,0.94,0.97-1.03,0.97-1.03,1.98-1.02,17.07,15.76,0.03,0.03,0.07,0.1,0.1,0.57,0.53,4,0
Niklas Süle,03/09/1995,38.5,Bayern Munich,D,20,1502,1,1,0,1.2,0.42,0.69-0.31,0.69-0.31,0.30+0.30,9.37,8.97,0.04,0.04,0.02,0.06,0.06,0.56,0.54,1,0
Jérôme Boateng,03/09/1988,9.35,Bayern Munich,D,29,2393,1,1,1,0.3,0.19,0.34-0.66,0.34-0.66,0.72-0.28,11.6,11.19,0.01,0.01,0.03,0.04,0.04,0.44,0.42,6,0
Douglas Costa,14/09/1990,6.6,Bayern Munich,M,11,313,1,1,1,1.15,1.73,0.17-0.83,0.17-0.83,0.81-0.19,1.13,0.46,0.05,0.05,0.23,0.28,0.28,0.33,0.13,0,0
Corentin Tolisso,03/08/1994,22,Bayern Munich,M,16,778,1,1,0,1.39,0.93,2.67+1.67,2.67+1.67,0.37+0.37,5.88,3.42,0.31,0.31,0.04,0.35,0.35,0.68,0.4,1,1
Alphonso Davies,02/11/2000,77,Bayern Munich,D M,23,1771,1,1,2,0.2,1.02,0.13-0.87,0.13-0.87,1.89-0.11,13.97,12.66,0.01,0.01,0.1,0.1,0.1,0.71,0.64,2,1
Manuel Neuer,27/03/1986,19.8,Bayern Munich,GK,33,2970,0,0,0,0,0.03,0,0,0.23+0.23,9.04,8.81,0,0,0.01,0.01,0.01,0.27,0.27,1,0
Javi Martínez,02/09/1988,5.5,Bayern Munich,D M,19,437,0,0,0,0.41,0.21,0.07+0.07,0.07+0.07,0.42+0.42,1.48,1.48,0.01,0.01,0.09,0.1,0.1,0.3,0.3,0,0
Lucas Hernández,14/02/1996,49.5,Bayern Munich,D,23,1594,0,0,2,0.28,0.73,0.79+0.79,0.79+0.79,1.54-0.46,10.99,10,0.04,0.04,0.09,0.13,0.13,0.62,0.56,4,0
Alexander Nübel,30/09/1996,6.6,Bayern Munich,GK,1,90,0,0,0,0,0,0,0,0,0.09,0.09,0,0,0,0,0,0.09,0.09,0,0
Benjamin Pavard,28/03/1996,38.5,Bayern Munich,D,24,1945,0,0,0,0.46,0.6,0.25+0.25,0.25+0.25,1.48+1.48,10.88,9.45,0.01,0.01,0.07,0.08,0.08,0.5,0.44,3,0
Bouna Sarr,31/01/1992,4.4,Bayern Munich,D,8,452,0,0,1,0.6,0.6,0.05+0.05,0.05+0.05,0.07-0.93,1.24,1.15,0.01,0.01,0.01,0.03,0.03,0.25,0.23,1,0
Marc Roca,26/11/1996,11,Bayern Munich,M,6,179,0,0,0,1.51,0.5,0.28+0.28,0.28+0.28,0.02+0.02,0.51,0.22,0.14,0.14,0.01,0.15,0.15,0.26,0.11,1,0
Michaël Cuisance,16/08/1999,7.7,Bayern Munich,S,1,17,0,0,0,0,0,0,0,0,0.11,0.11,0,0,0,0,0,0.57,0.57,0,0
Nianzou Kouassi,07/06/2002,12.1,Bayern Munich,S,6,109,0,0,0,0,0,0,0,0,0.32,0.32,0,0,0,0,0,0.26,0.26,1,1
Joshua Zirkzee,22/05/2001,8.8,Bayern Munich,F,3,93,0,0,0,3.87,0.97,0.22+0.22,0.22+0.22,0.09+0.09,0.32,0,0.22,0.22,0.09,0.31,0.31,0.31,0,0,0
Chris Richards,28/03/2000,8.25,Bayern Munich,D,3,86,0,0,1,0,3.14,0,0,0.54-0.46,0.62,0.19,0,0,0.56,0.56,0.56,0.65,0.2,0,0
Tiago Dantas,24/12/2000,3.3,Bayern Munich,M,2,69,0,0,0,0,1.3,0,0,0.05+0.05,0.04,0.04,0,0,0.07,0.07,0.07,0.06,0.06,0,0
Christopher Scott,07/06/2002,1.32,Bayern Munich,S,2,31,0,0,0,2.9,0,0.04+0.04,0.04+0.04,0,0.04,0,0.1,0.1,0,0.1,0.1,0.1,0,0,0
Josip Stanisic,02/04/2000,0.44,Bayern Munich,D,1,90,0,0,0,2,0,0.07+0.07,0.07+0.07,0,0.05,0.05,0.07,0.07,0,0.07,0.07,0.05,0.05,0,0
Erling Haaland,21/07/2000,143,Borussia Dortmund,F,28,2416,27,25,6,3.43,1.01,23.60-3.40,20.57-4.43,4.04-1.96,27.2,5.9,0.88,0.77,0.15,1.03,0.92,1.01,0.22,2,0
Marco Reus,31/05/1989,14.3,Borussia Dortmund,F M,32,2313,8,8,6,2.18,1.91,11.02+3.02,9.68+1.68,7.85+1.85,20.44,9.8,0.43,0.38,0.31,0.73,0.68,0.8,0.38,1,0
Jadon Sancho,25/03/2000,110,Borussia Dortmund,F M,26,2083,8,7,11,2.25,2.89,6.75-1.25,6.00-1.00,8.24-2.76,20.98,10.95,0.29,0.26,0.36,0.65,0.62,0.91,0.47,0,0
Mats Hummels,16/12/1988,13.2,Borussia Dortmund,D,33,2819,5,5,0,0.96,0.42,5.32+0.32,5.32+0.32,0.70+0.70,17.53,15.71,0.17,0.17,0.02,0.19,0.19,0.56,0.5,6,0
Raphael Guerreiro,22/12/1993,44,Borussia Dortmund,D M,27,2226,5,5,10,1.5,2.22,3.66-1.34,3.66-1.34,7.40-2.60,21.83,15.2,0.15,0.15,0.3,0.45,0.45,0.88,0.61,1,0
Giovanni Reyna,13/11/2002,41.8,Borussia Dortmund,M,32,1985,4,4,5,1.72,1.59,4.30+0.30,4.30+0.30,4.96-0.04,14.25,8.09,0.19,0.19,0.22,0.42,0.42,0.65,0.37,1,0
Julian Brandt,02/05/1996,22,Borussia Dortmund,F M,31,1485,3,3,2,1.33,1.88,2.84-0.16,2.84-0.16,2.50+0.50,14.69,10.01,0.17,0.17,0.15,0.32,0.32,0.89,0.61,0,0
Youssoufa Moukoko,20/11/2004,19.8,Borussia Dortmund,F,14,394,3,3,0,4.57,0.46,2.25-0.75,2.25-0.75,0.74+0.74,4.14,1.22,0.51,0.51,0.17,0.68,0.68,0.95,0.28,0,0
Manuel Akanji,19/07/1995,33,Borussia Dortmund,D,28,2350,2,2,0,0.73,0.11,1.98-0.02,1.98-0.02,0.21+0.21,10.62,10.39,0.08,0.08,0.01,0.08,0.08,0.41,0.4,4,0
Mahmoud Dahoud,01/01/1996,17.6,Borussia Dortmund,M,21,1267,1,1,1,1.14,0.78,0.55-0.45,0.55-0.45,1.29+0.29,9.2,7.82,0.04,0.04,0.09,0.13,0.13,0.65,0.56,3,0
Thorgan Hazard,29/03/1993,29.7,Borussia Dortmund,F M,16,653,1,1,3,1.38,1.93,0.85-0.15,0.85-0.15,3.29+0.29,7.15,3.68,0.12,0.12,0.45,0.57,0.57,0.99,0.51,0,0
Emre Can,12/01/1994,28.6,Borussia Dortmund,D M,28,2130,1,1,4,0.72,0.76,1.23+0.23,1.23+0.23,2.97-1.03,13.54,12.13,0.05,0.05,0.13,0.18,0.18,0.57,0.51,5,0
Felix Passlack,29/05/1998,2.75,Borussia Dortmund,D,7,358,1,1,0,1.26,0.75,0.51-0.49,0.51-0.49,0.24+0.24,1.8,1.05,0.13,0.13,0.06,0.19,0.19,0.45,0.26,0,0
Thomas Delaney,03/09/1991,16.5,Borussia Dortmund,M,20,1295,1,1,1,0.63,0.35,0.47-0.53,0.47-0.53,0.20-0.80,7.8,7.48,0.03,0.03,0.01,0.05,0.05,0.54,0.52,6,0
Thomas Meunier,12/09/1991,13.2,Borussia Dortmund,D M,21,1478,1,1,1,0.73,0.91,0.68-0.32,0.68-0.32,1.67+0.67,8.26,7.56,0.04,0.04,0.1,0.14,0.14,0.5,0.46,3,0
Jude Bellingham,29/06/2003,60.5,Borussia Dortmund,M,29,1707,1,1,3,1.74,0.74,2.57+1.57,2.57+1.57,3.54+0.54,12.29,7.93,0.14,0.14,0.19,0.32,0.32,0.65,0.42,4,1
