Name,Birthday(DD/MM/YYYY),MarketValue,Team,Position,Appearances,Minutes,G,NPG,A,Sh90,KP90,xG,NPxG,xA,xGChain,xGBuildup,xG90,NPxG90,xA90,xG90+xA90,NPxG90+xA90,xGChain90,xGBuildup90,Y,R
Antonio Sivera,11/08/1996,0.99,Alaves,GK,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iñigo Córdoba,13/03/1997,2.2,Alaves,M,7,212,0,0,0,0.42,1.27,0.03+0.03,0.03+0.03,0.18+0.18,0.23,0.06,0.01,0.01,0.08,0.09,0.09,0.1,0.03,0,0
Javier López,25/03/2002,0.66,Alaves,D,9,236,0,0,0,0.38,1.14,0.09+0.09,0.09+0.09,0.12+0.12,0.17,0.02,0.03,0.03,0.05,0.08,0.08,0.06,0.01,1,0
Mahmoud Abdallahi,04/05/2000,0.33,Alaves,M,2,65,0,0,0,0,1.38,0,0,0.02+0.02,0.02,0.02,0,0,0.02,0.02,0.02,0.02,0.02,0,0
Sergi García,14/04/1999,0.11,Alaves,S,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomás Tavares,07/03/2001,6.05,Alaves,S,3,53,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0.04,0.04,0,0
Stephane Paul Keller,11/08/1998,0.11,Alaves,S,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Facundo Pellistri,20/12/2001,6.6,Alaves,F M,12,534,0,0,0,0.84,0.34,0.42+0.42,0.42+0.42,0.04+0.04,1.35,0.95,0.07,0.07,0.01,0.08,0.08,0.23,0.16,0,0
Luis Suárez,24/01/1987,16.5,Atletico Madrid,F,32,2541,21,18,3,3.68,0.96,17.89-3.11,15.66-2.34,3.14+0.14,18.6,1.23,0.63,0.55,0.11,0.75,0.67,0.66,0.04,6,0
Marcos Llorente,30/01/1995,88,Atletico Madrid,D F M,37,2960,12,12,11,1.49,1.34,4.77-7.23,4.77-7.23,6.39-4.61,19.45,10.46,0.15,0.15,0.19,0.34,0.34,0.59,0.32,6,0
Ángel Correa,09/03/1995,44,Atletico Madrid,F M,38,2437,9,9,8,1.92,1.44,8.86-0.14,8.86-0.14,7.43-0.57,18.42,5.02,0.33,0.33,0.27,0.6,0.6,0.68,0.19,3,0
João Félix,10/11/1999,88,Atletico Madrid,F M,31,1558,7,6,5,2.25,1.21,5.80-1.20,4.32-1.68,4.21-0.79,11.09,4.76,0.34,0.25,0.24,0.58,0.49,0.64,0.28,6,0
Yannick Carrasco,04/09/1993,44,Atletico Madrid,D F M,30,2201,6,6,10,1.76,1.92,5.16-0.84,5.16-0.84,6.88-3.12,15.15,6.38,0.21,0.21,0.28,0.49,0.49,0.62,0.26,6,0
Diego Costa,07/10/1988,6.6,Atletico Madrid,F,7,203,2,1,0,2.22,1.77,1.50-0.50,0.75-0.25,0.51+0.51,1.94,0.8,0.66,0.33,0.23,0.89,0.56,0.86,0.36,1,0
Saúl Ñíguez,21/11/1994,44,Atletico Madrid,D M,33,2041,2,2,1,1.46,1.01,3.29+1.29,2.55+0.55,1.45+0.45,10.21,8.08,0.15,0.11,0.06,0.21,0.18,0.45,0.36,9,0
Lucas Torreira,11/02/1996,22,Atletico Madrid,M,19,492,1,1,0,0.55,0.55,0.10-0.90,0.10-0.90,0.64+0.64,2.97,2.24,0.02,0.02,0.12,0.14,0.14,0.54,0.41,2,0
Stefan Savic,08/01/1991,27.5,Atletico Madrid,D,33,2954,1,1,0,0.21,0.06,0.65-0.35,0.65-0.35,0.11+0.11,13.4,13.29,0.02,0.02,0,0.02,0.02,0.41,0.4,13,0
Koke,08/01/1992,66,Atletico Madrid,M,37,3026,1,1,2,0.51,1.16,2.11+1.11,2.11+1.11,2.80+0.80,16.91,14.22,0.06,0.06,0.08,0.15,0.15,0.5,0.42,9,0
Thomas Lemar,12/11/1995,27.5,Atletico Madrid,M,27,1396,1,1,3,1.48,1.35,1.77+0.77,1.77+0.77,2.00-1.00,9.18,7.36,0.11,0.11,0.13,0.24,0.24,0.59,0.47,4,0
Mario Hermoso,18/06/1995,38.5,Atletico Madrid,D,31,2589,1,1,1,0.63,0.38,1.13+0.13,1.13+0.13,0.66-0.34,9.71,9.06,0.04,0.04,0.02,0.06,0.06,0.34,0.31,4,0
Renan Lodi,08/04/1998,27.5,Atletico Madrid,D M,23,1110,1,1,2,0.89,0.97,0.72-0.28,0.72-0.28,1.88-0.12,10.13,8.01,0.06,0.06,0.15,0.21,0.21,0.82,0.65,3,0
Kieran Trippier,19/09/1990,22,Atletico Madrid,D M,28,2479,0,0,6,0.11,1.23,0.13+0.13,0.13+0.13,3.92-2.08,14.95,12.41,0,0,0.14,0.15,0.15,0.54,0.45,0,0
Geoffrey Kondogbia,15/02/1993,16.5,Atletico Madrid,M,25,561,0,0,0,0.8,0.64,0.17+0.17,0.17+0.17,0.28+0.28,4.86,4.48,0.03,0.03,0.04,0.07,0.07,0.78,0.72,4,0
Sime Vrsaljko,10/01/1992,5.5,Atletico Madrid,D M,9,516,0,0,0,0,0,0,0,0,1.95,1.95,0,0,0,0,0,0.34,0.34,2,0
Jan Oblak,07/01/1993,77,Atletico Madrid,GK,38,3420,0,0,0,0,0,0,0,0,3.9,3.9,0,0,0,0,0,0.1,0.1,0,0
Giménez,20/01/1995,66,Atletico Madrid,D,21,1768,0,0,0,0.71,0.2,1.02+1.02,1.02+1.02,0.27+0.27,7.69,7.52,0.05,0.05,0.01,0.07,0.07,0.39,0.38,5,0
Thomas Partey,13/06/1993,44,Atletico Madrid,M,3,196,0,0,0,2.3,0,0.09+0.09,0.09+0.09,0,1.09,1.05,0.04,0.04,0,0.04,0.04,0.5,0.48,1,0
Vitolo,02/11/1989,4.4,Atletico Madrid,D M,10,292,0,0,0,0.62,0.92,0.49+0.49,0.49+0.49,0.25+0.25,1.82,1.12,0.15,0.15,0.08,0.23,0.23,0.56,0.34,1,0
Moussa Dembele,12/07/1996,22,Atletico Madrid,S,5,89,0,0,0,6.07,1.01,1.20+1.20,1.20+1.20,0.03+0.03,1.96,0.77,1.21,1.21,0.03,1.24,1.24,1.99,0.78,0,0
Manuel Sánchez,24/08/2000,8.8,Atletico Madrid,D,1,51,0,0,1,0,1.76,0,0,0.41-0.59,0.76,0.34,0,0,0.73,0.73,0.73,1.34,0.61,0,0
Héctor Herrera,19/04/1990,7.7,Atletico Madrid,M,16,669,0,0,1,0.94,0.94,0.31+0.31,0.31+0.31,1.10+0.10,4.65,4.48,0.04,0.04,0.15,0.19,0.19,0.63,0.6,2,0
Felipe,16/05/1989,13.2,Atletico Madrid,D,31,2049,0,0,0,0.57,0.13,1.29+1.29,1.29+1.29,0.42+0.42,6.54,6.51,0.06,0.06,0.02,0.08,0.08,0.29,0.29,8,0
Ricard Sánchez,22/02/2000,1.65,Atletico Madrid,S,1,29,0,0,0,3.1,0,0.03+0.03,0.03+0.03,0,0.2,0.17,0.09,0.09,0,0.09,0.09,0.63,0.54,0,0
Lionel Messi,24/06/1987,88,Barcelona,F M,35,3017,30,27,9,5.82,2.3,26.68-3.32,22.96-4.04,11.42+2.42,37.91,20.34,0.8,0.68,0.34,1.14,1.03,1.13,0.61,4,0
Antoine Griezmann,21/03/1991,66,Barcelona,F M,36,2646,13,12,7,2.41,1.43,12.43-0.57,10.94-1.06,6.66-0.34,24.72,12.17,0.42,0.37,0.23,0.65,0.6,0.84,0.41,4,0
Ousmane Dembélé,15/05/1997,55,Barcelona,F M,30,1774,6,6,3,2.79,1.98,6.03+0.03,6.03+0.03,4.51+1.51,14.29,6.6,0.31,0.31,0.23,0.53,0.53,0.73,0.33,2,0
Anssumane Fati,31/10/2002,66,Barcelona,F M,7,448,4,4,0,2.81,1.81,1.86-2.14,1.86-2.14,2.04+2.04,4.66,1.89,0.37,0.37,0.41,0.78,0.78,0.94,0.38,1,0
Jordi Alba,21/03/1989,22,Barcelona,D M,35,3034,3,3,5,0.8,1.54,2.60-0.40,2.60-0.40,8.49+3.49,25.33,19.63,0.08,0.08,0.25,0.33,0.33,0.75,0.58,9,0
Frenkie de Jong,12/05/1997,99,Barcelona,D M,37,3159,3,3,4,0.48,1.4,5.63+2.63,5.63+2.63,5.81+1.81,30.5,23.31,0.16,0.16,0.17,0.33,0.33,0.87,0.66,5,0
Trincão,29/12/1999,24.2,Barcelona,F,28,636,3,3,2,3.25,1.13,3.13+0.13,3.13+0.13,0.48-1.52,7.92,5.31,0.44,0.44,0.07,0.51,0.51,1.12,0.75,1,0
Pedri,25/11/2002,77,Barcelona,M,37,2441,3,3,3,0.92,1.44,5.03+2.03,5.03+2.03,3.64+0.64,24.72,18.65,0.19,0.19,0.13,0.32,0.32,0.91,0.69,2,0
Philippe Coutinho,12/06/1992,33,Barcelona,M,12,667,2,2,2,3.78,0.81,4.29+2.29,4.29+2.29,0.68-1.32,6.79,2.19,0.58,0.58,0.09,0.67,0.67,0.92,0.3,0,0
Martin Braithwaite,05/06/1991,9.9,Barcelona,F M,29,1142,2,2,2,1.81,0.95,6.00+4.00,5.25+3.25,2.51+0.51,10.1,3.19,0.47,0.41,0.2,0.67,0.61,0.8,0.25,3,0
Ronald Araújo,07/03/1999,27.5,Barcelona,D,24,1498,2,2,1,0.72,0.18,2.39+0.39,2.39+0.39,0.19-0.81,8.3,7.9,0.14,0.14,0.01,0.16,0.16,0.5,0.47,3,0
Sergiño Dest,03/11/2000,33,Barcelona,D M,30,1934,2,2,1,0.65,1.07,1.94-0.06,1.94-0.06,2.07+1.07,12.34,9.08,0.09,0.09,0.1,0.19,0.19,0.57,0.42,1,0
Óscar Mingueza,13/05/1999,16.5,Barcelona,D,27,1915,2,2,2,0.56,0.38,0.97-1.03,0.97-1.03,1.06-0.94,10.93,10.16,0.05,0.05,0.05,0.1,0.1,0.51,0.48,4,0
Sergi Roberto,07/02/1992,19.8,Barcelona,D M,15,939,1,1,2,0.48,1.25,0.42-0.58,0.42-0.58,2.11+0.11,6.57,5.54,0.04,0.04,0.2,0.24,0.24,0.63,0.53,1,0
Clement Lenglet,17/06/1995,27.5,Barcelona,D,33,2477,1,1,0,0.4,0.33,2.40+1.40,2.40+1.40,0.79+0.79,19.13,18.89,0.09,0.09,0.03,0.12,0.12,0.7,0.69,7,2
Júnior Firpo,22/08/1996,8.8,Barcelona,D,7,283,1,1,1,0.32,1.59,0.79-0.21,0.79-0.21,1.01+0.01,3,1.66,0.25,0.25,0.32,0.57,0.57,0.95,0.53,2,0
Riqui Puig,13/08/1999,19.8,Barcelona,M,14,273,1,1,0,1.32,1.65,0.79-0.21,0.79-0.21,0.24+0.24,2.93,2.7,0.26,0.26,0.08,0.34,0.34,0.97,0.89,1,0
Ilaix Moriba,19/01/2003,27.5,Barcelona,M,14,530,1,1,2,2.21,1.19,0.78-0.22,0.78-0.22,0.71-1.29,3.33,2.54,0.13,0.13,0.12,0.25,0.25,0.56,0.43,1,0
Miralem Pjanic,02/04/1990,22,Barcelona,M,19,610,0,0,0,2.36,1.77,1.43+1.43,1.43+1.43,0.90+0.90,6.63,5.13,0.21,0.21,0.13,0.34,0.34,0.98,0.76,1,0
Neto,19/07/1989,6.6,Barcelona,GK,7,630,0,0,0,0,0,0,0,0,2.28,2.28,0,0,0,0,0,0.33,0.33,0,0
Marc-André ter Stegen,30/04/1992,66,Barcelona,GK,31,2790,0,0,0,0.03,0.03,0.06+0.06,0.06+0.06,0.05+0.05,7.56,7.56,0,0,0,0,0,0.24,0.24,1,0
Gerard Piqué,02/02/1987,11,Barcelona,D,18,1490,0,0,0,0.54,0.12,0.58+0.58,0.58+0.58,0.53+0.53,8.82,8.52,0.04,0.04,0.03,0.07,0.07,0.53,0.51,3,0
Sergio Busquets,16/07/1988,9.9,Barcelona,M,36,2557,0,0,5,0.11,1.06,0.50+0.50,0.50+0.50,3.65-1.35,22.46,19.79,0.02,0.02,0.13,0.15,0.15,0.79,0.7,9,0
Samuel Umtiti,14/11/1993,8.8,Barcelona,D,13,633,0,0,0,0.28,0.14,0.13+0.13,0.13+0.13,0.03+0.03,5.09,5.06,0.02,0.02,0,0.02,0.02,0.72,0.72,1,0
Carles Aleñá,05/01/1998,16.5,Barcelona,S,2,43,0,0,0,2.09,0,0.04+0.04,0.04+0.04,0,0.38,0.38,0.09,0.09,0,0.09,0.09,0.79,0.79,1,0
Álvaro Negredo,20/08/1985,1.32,Cadiz,F,35,2247,8,8,4,1.88,0.8,6.64-1.36,6.64-1.36,3.94-0.06,9.9,1.95,0.27,0.27,0.16,0.42,0.42,0.4,0.08,3,1
Álex Fernández,15/10/1992,6.6,Cadiz,F M,25,1952,4,2,1,0.46,1.06,3.08-0.92,1.59-0.41,1.30+0.30,4.33,2.57,0.14,0.07,0.06,0.2,0.13,0.2,0.12,1,0
Cala,26/11/1989,1.32,Cadiz,D,28,2282,3,3,0,0.59,0.12,1.84-1.16,1.84-1.16,0.18+0.18,2.08,1.94,0.07,0.07,0.01,0.08,0.08,0.08,0.08,8,0
Anthony Lozano,25/04/1993,2.42,Cadiz,F M,29,1540,3,3,1,2.05,0.64,5.77+2.77,5.77+2.77,1.12+0.12,5.9,0.36,0.34,0.34,0.07,0.4,0.4,0.34,0.02,5,0
Álvaro,27/10/1992,2.64,Cadiz,F,11,393,2,2,1,1.15,0.46,1.49-0.51,1.49-0.51,0.10-0.90,0.72,0.07,0.34,0.34,0.02,0.36,0.36,0.16,0.02,0,0
Marcos Mauro,09/01/1991,1.65,Cadiz,D,24,1827,2,2,0,0.3,0.1,1.38-0.62,1.38-0.62,0.04+0.04,1.66,1.56,0.07,0.07,0,0.07,0.07,0.08,0.08,2,1
Salvi Sánchez,30/03/1991,2.2,Cadiz,M,28,1980,2,2,0,0.77,0.82,1.94-0.06,1.94-0.06,1.44+1.44,4.17,1.75,0.09,0.09,0.07,0.15,0.15,0.19,0.08,5,0
Alberto Perea,19/12/1990,1.32,Cadiz,F M,27,1554,2,2,3,1.62,0.75,1.82-0.18,1.82-0.18,2.78-0.22,4.7,1.92,0.11,0.11,0.16,0.27,0.27,0.27,0.11,0,0
José Mari,06/12/1987,0.55,Cadiz,M,22,1479,1,0,0,1.03,0.49,1.16+0.16,0.42+0.42,0.55+0.55,2.21,1.4,0.07,0.03,0.03,0.1,0.06,0.13,0.09,5,0
Rubén Sobrino,01/06/1992,1.65,Cadiz,F M,16,1111,1,1,0,0.73,0.89,2.14+1.14,2.14+1.14,0.84+0.84,3.33,0.43,0.17,0.17,0.07,0.24,0.24,0.27,0.03,3,0
Iván Alejo,10/02/1995,1.32,Cadiz,M,22,809,1,1,1,1.33,1.22,1.06+0.06,1.06+0.06,0.93-0.07,2.62,1.03,0.12,0.12,0.1,0.22,0.22,0.29,0.11,5,0
Carlos Akapo,12/03/1993,0.88,Cadiz,D,13,860,1,1,0,0.21,0.21,0.28-0.72,0.28-0.72,0.16+0.16,0.97,0.61,0.03,0.03,0.02,0.05,0.05,0.1,0.06,1,1
Ivan Saponjic,02/08/1997,1.32,Cadiz,F,9,377,1,0,0,2.63,0,1.88+0.88,1.14+1.14,0,0.79,0.16,0.45,0.27,0,0.45,0.27,0.19,0.04,2,0
Jorge Pombo,22/02/1994,1.1,Cadiz,F M,12,501,1,1,0,2.51,1.26,1.33+0.33,1.33+0.33,0.56+0.56,2.43,0.67,0.24,0.24,0.1,0.34,0.34,0.44,0.12,1,0
Jairo Izquierdo,22/10/1993,0.88,Cadiz,D F M,30,1246,1,1,0,0.72,0.51,0.76-0.24,0.76-0.24,0.87+0.87,2.05,0.72,0.06,0.06,0.06,0.12,0.12,0.15,0.05,4,0
Augusto Fernández,10/04/1986,0.33,Cadiz,M,12,354,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0,0,0,0.01,0.01,1,0
Yann Bodiger,09/02/1995,0.88,Cadiz,M,9,235,0,0,0,0,0.77,0,0,0.12+0.12,0.73,0.68,0,0,0.04,0.04,0.04,0.28,0.26,0,0
Nano,05/02/1995,0.55,Cadiz,S,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro Alcalá,19/03/1989,0.66,Cadiz,D,13,895,0,0,0,0.2,0,0.13+0.13,0.13+0.13,0,0.38,0.38,0.01,0.01,0,0.01,0.01,0.04,0.04,2,0
Bobby Adekanye,14/02/1999,0.66,Cadiz,S,3,25,0,0,0,3.6,0,0.35+0.35,0.35+0.35,0,0.37,0.02,1.27,1.27,0,1.27,1.27,1.34,0.07,0,0
David Gil,11/01/1994,0.88,Cadiz,GK,4,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac Carcelén,23/04/1993,1.65,Cadiz,D M,32,2602,0,0,1,0.38,0.45,0.52+0.52,0.52+0.52,0.99-0.01,1.96,1.69,0.02,0.02,0.03,0.05,0.05,0.07,0.06,3,0
Alfonso Espino,05/01/1992,2.75,Cadiz,D,32,2617,0,0,3,0.28,0.52,0.21+0.21,0.21+0.21,1.43-1.57,3.32,2.26,0.01,0.01,0.05,0.06,0.06,0.11,0.08,5,0
